#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
39,2543232.7659520046,595.3272701927526,1766.3350579257024,0.0,0.0
40,3028304.0939223343,856.6921943879419,1960.1713045103281,0.0,0.0
41,20000328.038121566,719.9972672930929,719.9972672930929,1.0,0.0
42,3210712.58990135,758.9973468884455,1907.4033224515022,0.0,0.0
43,20000118.158577845,719.9909005638395,719.9909005638395,1.0,0.0
44,2378188.412058057,828.3527970645715,1736.5220703601835,0.0,0.0
45,2752158.984349044,700.1022692641586,1860.999870391214,0.0,0.0
46,2591755.37302512,689.0037750049521,1845.8126127340824,0.0,0.0
47,2808948.2251852406,672.9540877142298,1880.2677423483956,0.0,0.0
48,2187679.267541962,589.9258924756281,1579.0484584913918,0.0,0.0
49,3434290.3590491423,844.8468375046631,2175.56048991234,0.0,0.0
50,2461340.4623574964,647.6229448286547,1651.4164904797046,0.0,0.0
51,3423337.33255634,790.1602459924088,2097.4123493572747,0.0,0.0
52,19999982.339064226,719.9906777361771,719.9906777361771,1.0,0.0
53,2801972.3069336074,640.5084643592945,1685.1468878844105,0.0,0.0
54,2220046.0382425925,657.7096165733597,1676.0791286421106,0.0,0.0
55,19999952.800998464,720.0094670895676,720.0094670895676,1.0,0.0
56,9048320.09572531,1828.6491891570006,4495.540989058446,0.0,0.0
57,2678678.109362744,586.1594712456874,1656.4211445616688,0.0,0.0
58,20000033.274513844,720.0040655846482,720.0040655846482,1.0,0.0
59,20000053.88003727,719.9918199001572,719.9918199001572,1.0,0.0
60,2765434.5325916633,529.2907225376459,1428.7377589320238,0.0,0.0
61,2211492.314408719,599.0983476137349,1711.7934652973788,0.0,0.0
62,2824227.4395729974,1752.356164246117,2997.6795627940123,0.0,0.0
63,3216284.2776039885,749.0461339281909,1991.0499084350304,0.0,0.0
64,2402137.649832862,759.7662147479919,1735.9286391673802,0.0,0.0
65,20000247.453312382,720.0083136356218,720.0083136356218,0.0,1.0
66,3265450.9203002504,754.9441482129419,2047.6869861133562,0.0,0.0
67,4269410.763998991,777.9043491494624,2177.58985254247,0.0,0.0
68,1588912.380847112,757.8419829029074,1733.5213606439204,0.0,0.0
69,2880450.09051459,957.8554575646749,1677.6719924846368,0.0,0.0
70,19999915.39004286,719.9972321734564,719.9972321734564,1.0,0.0
71,2615877.103236693,590.3997288004418,1708.3227879577562,0.0,0.0
72,1996009.1602445564,420.0464774566911,1150.3156878763557,0.0,0.0
73,19999856.871389393,719.999992533801,719.999992533801,0.0,1.0
74,3526676.2082097977,683.8238454402618,1816.957728058446,0.0,0.0
75,2932725.664921559,732.5931488142899,2030.3800753225769,0.0,0.0
76,2924368.2206237917,673.453963761981,1698.7130080585564,0.0,0.0
77,20000024.706245698,719.9883934509377,719.9883934509377,0.0,1.0
78,4910315.939322208,482.97495712441315,1392.993876551201,0.0,0.0
79,3371053.0802395763,720.4702566526604,2139.818888774133,0.0,0.0
80,2940546.9642920117,1124.3252812018834,2660.761607587227,0.0,0.0
81,3363576.275519372,721.586782743491,1812.020824467426,0.0,0.0
82,3408365.3640384446,921.3233673745447,2228.7455496397506,0.0,0.0
83,2293053.1591072734,755.2464595622762,1814.5567701927903,0.0,0.0
84,1824491.2083394497,640.6667027182978,1587.2092056292956,0.0,0.0
85,3202530.917366906,661.2990998880819,1866.4734019476095,0.0,0.0
86,3418060.24579433,777.7564098595012,2131.533583134843,0.0,0.0
87,2924129.340273477,962.36190654074,2173.291978068539,0.0,0.0
88,3221094.8982451893,639.1416540806488,1821.2803689718176,0.0,0.0
89,2137841.279648844,865.1571497001623,1938.265221858477,0.0,0.0
90,2817088.964599422,902.6707690625769,1962.7900827971523,0.0,0.0
91,3214016.369971334,634.742393187478,1823.428449221607,0.0,0.0
92,2274834.5050583305,474.9384562534077,1409.593165479603,0.0,0.0
93,2136317.878473232,550.0258572317745,1511.5828006376846,0.0,0.0
94,2288530.330351956,1620.0770916133192,2477.0570887116846,0.0,0.0
95,2801617.6006246633,678.818818083432,1775.8484724833818,0.0,0.0
96,3057775.065449371,712.1392407652726,1898.9732948904884,0.0,0.0
97,2748194.4436369413,566.2784333726777,1720.0775415490164,0.0,0.0
98,2200467.29301264,604.2097697351613,1540.477872903614,0.0,0.0
99,4503014.880285696,828.1069947934387,2261.078010650584,0.0,0.0
100,2242027.729604237,461.3401218765358,1190.6152125298845,0.0,0.0
101,2768205.426701842,657.5614637791923,1790.806343391887,0.0,0.0
102,2636028.648794333,650.2575306141051,1587.4930178234551,0.0,0.0
103,2174710.4382208725,603.6332917500926,1652.6694882876243,0.0,0.0
104,19999799.738214422,720.0027837947913,720.0027837947913,1.0,0.0
105,3107553.167828565,916.8138262919227,1972.493812133903,0.0,0.0
106,19999803.004605196,720.0006000777618,720.0006000777618,0.0,1.0
107,2119307.6002498986,478.6795667725817,1487.1842024770492,0.0,0.0
108,3016958.539861863,597.8362518122879,1690.3672303987985,0.0,0.0
109,2682728.558196994,563.208126943398,1675.3967203958243,0.0,0.0
110,19999882.250766397,720.0064990645221,720.0064990645221,1.0,0.0
111,2049691.2398542468,656.7923831923315,1721.4966788090942,0.0,0.0
112,2722586.7513850774,689.9813792030999,1877.8682693892918,0.0,0.0
113,2725849.8460058486,747.8025398363744,1792.7058968515535,0.0,0.0
114,20000118.05522431,720.003487623252,720.003487623252,0.0,1.0
115,2764542.4635878545,595.4346298251822,1800.1596469551216,0.0,0.0
116,2066234.1659984228,554.4070441424569,1425.0061986684086,0.0,0.0
117,2519782.1676898305,725.8681180565745,2040.2164356277065,0.0,0.0
118,2015769.8055016738,485.6411480548041,1411.0303590822227,0.0,0.0
119,3114794.344063557,758.475220419387,2085.789420129027,0.0,0.0
120,3298642.0852825176,743.24259637133,1950.6083469612722,0.0,0.0
121,2369291.235107393,808.7077230702372,2194.1841424211534,0.0,0.0
122,2519767.950774955,598.025811362978,1705.8013813642722,0.0,0.0
123,2826234.7748137387,751.6050624019521,1810.8811127112544,0.0,0.0
124,3264711.3623471265,975.1175993759206,2474.3168884064826,0.0,0.0
125,2653013.07729189,476.3166405983339,1456.083391400441,0.0,0.0
126,19999943.383705087,719.9993332937648,719.9993332937648,0.0,1.0
127,1834286.8708253738,515.9749229404495,1405.73067215209,0.0,0.0
128,2969007.1976658097,608.2178990661179,1636.1210750953728,0.0,0.0
129,2190162.626086613,445.79567031382913,1261.4613806458965,0.0,0.0
130,2154688.5724101355,508.2877942123386,1305.3075723092625,0.0,0.0
131,2674018.6991610057,690.1024056048504,1915.9905442001448,0.0,0.0
132,2996084.593901675,725.4709296556325,1717.2765927959358,0.0,0.0
133,3189991.6005308777,843.6403417500999,2199.193506575219,0.0,0.0
134,3392117.445662814,789.3458418542128,2032.8510154295807,0.0,0.0
135,2317809.8551981244,863.9282396622124,1944.315909193292,0.0,0.0
136,2883652.1721206843,676.4019195886673,1887.7883693703147,0.0,0.0
137,1428155.0736792418,383.1452478367199,1124.533330171776,0.0,0.0
138,2760203.80748114,816.1695131047496,1860.2687725230967,0.0,0.0
139,2417217.385875184,644.4369059400378,1559.1685807953083,0.0,0.0
140,2368917.6608502865,785.6191572371501,1861.6256297822165,0.0,0.0
141,3011094.1963420734,674.0175648876417,1779.719019556126,0.0,0.0
142,2668246.4892523494,678.4737858081619,1934.3386952626668,0.0,0.0
143,3910722.5497285784,1177.70078295208,3045.696887239664,0.0,0.0
144,3159414.4719209676,753.0598679792076,2070.9198497042066,0.0,0.0
145,2734120.0378947575,792.9980532578329,1961.3069271142374,0.0,0.0
146,19999906.644600537,720.003118862973,720.003118862973,0.0,1.0
147,2938274.6790007656,795.3377544820055,2140.393947128628,0.0,0.0
148,2628386.551785443,568.8613002699559,1596.389472093674,0.0,0.0
149,1734911.8012791863,488.9215244845045,1221.761160131216,0.0,0.0
150,3201174.8352830876,706.9054311432129,1973.0679320726572,0.0,0.0
151,2191151.711250604,523.9622829963361,1463.4539277580545,0.0,0.0
152,3509955.129842935,755.9913792355958,1970.2841326857263,0.0,0.0
153,4124567.1944495924,949.3173806685666,2596.9672037281307,0.0,0.0
154,2241438.132537588,680.7231987462803,1619.4619706109931,0.0,0.0
155,19999850.994285326,720.00617947749,720.00617947749,1.0,0.0
156,2381417.5516164703,601.5892519781215,1544.5243780029118,0.0,0.0
157,19999821.404349405,719.9981580804036,719.9981580804036,1.0,0.0
158,2260166.0856087864,630.412335952962,1638.896895569118,0.0,0.0
159,2339056.016351306,634.7227772480521,1651.656228470304,0.0,0.0
160,1629287.2256488374,467.61496207398574,1115.1427765421874,0.0,0.0
161,2510583.9834969724,531.4729035999331,1429.4509391801644,0.0,0.0
162,2320932.939924419,1018.315139480922,1997.403725309375,0.0,0.0
163,3324644.7426326624,3386.4495654342595,4969.142641204416,0.0,0.0
164,2337452.4074345115,572.5517819577511,1631.462265915999,0.0,0.0
165,2744748.475712902,959.6952351153877,2087.31936372936,0.0,0.0
166,20000024.64595071,719.9932870484677,719.9932870484677,1.0,0.0
167,2860321.654433261,583.0482804629073,1584.8230322638565,0.0,0.0
168,2384368.760931251,612.1967801835325,1761.4302855782798,0.0,0.0
169,2479287.95525503,734.7542098757676,1855.2424213773654,0.0,0.0
170,2868704.0356945395,655.9267659829572,1815.789038619937,0.0,0.0
171,3114846.108465376,749.650467745281,1925.1577551987941,0.0,0.0
172,1952096.2997058893,482.8214523359789,1358.0542096287027,0.0,0.0
173,3177763.4682358247,747.0814943507305,2146.879264976772,0.0,0.0
174,1943311.0535417907,529.8120346644201,1270.8817595868122,0.0,0.0
175,4194696.403148001,1571.7320626794294,3200.1961749781713,0.0,0.0
176,1783677.8504737513,469.14385640728995,1232.9172104747424,0.0,0.0
177,2049255.5132673264,474.40178918482076,1281.738992837152,0.0,0.0
178,3164284.942543828,783.5890394930318,2076.155764321352,0.0,0.0
179,3065806.881297653,702.5745291873508,1937.49456154908,0.0,0.0
180,1708515.393685709,561.9583718555522,1593.636888886466,0.0,0.0
181,3451110.257742742,725.6369559345125,2210.0053705806376,0.0,0.0
182,3586766.5175876482,906.9081785910126,2341.3360329992342,0.0,0.0
183,3157275.804816828,1063.556938578546,2304.3126527922414,0.0,0.0
184,2617684.5031856615,573.2111668891785,1564.4850789571644,0.0,0.0
185,20000539.209060892,719.9946017827203,719.9946017827203,1.0,0.0
186,2599809.550630786,582.9177834085598,1644.235379143242,0.0,0.0
187,2912202.672730607,683.4548335798497,1925.2612190040988,0.0,0.0
188,2499742.6323312074,575.9191102353631,1579.8309785936094,0.0,0.0
189,3538275.043398926,706.4157756608541,1943.8533575352753,0.0,0.0
190,2986229.496671517,794.89313722471,2233.7122854429253,0.0,0.0
191,2930368.52756444,603.2203676584437,1737.6262304025092,0.0,0.0
192,2633774.4145407355,563.3698608047341,1528.4332364035747,0.0,0.0
193,20000388.818572458,719.9997033487459,719.9997033487459,1.0,0.0
194,1780698.6264423018,572.1142376847655,1379.410704408907,0.0,0.0
195,2331813.4559689546,634.526436917563,1731.3859796807023,0.0,0.0
196,2130817.9325699233,519.4781173102222,1309.2786397015225,0.0,0.0
197,2578699.8190352656,632.0909012131815,1831.9981358567063,0.0,0.0
198,20000123.448085997,720.0133149391545,720.0133149391545,1.0,0.0
199,2536240.354106149,675.0174392738151,1751.7475776132594,0.0,0.0
200,20000114.348624375,720.006342406419,720.006342406419,1.0,0.0
201,2160159.1849037455,476.0932309287852,1359.9458523588512,0.0,0.0
202,4125199.58401622,842.0208201014631,2254.550788139322,0.0,0.0
203,2685077.4522775933,620.6199740136556,1848.4433707044918,0.0,0.0
204,2174829.3666458963,633.1363679524068,1442.1913119152107,0.0,0.0
205,2473146.5336730303,504.9883836944742,1580.2758659023611,0.0,0.0
206,3065818.583594232,714.1960356325984,1966.5339119368143,0.0,0.0
207,1810553.7579396986,476.3115950504522,1241.4267217745103,0.0,0.0
208,2987250.2275757166,742.5216155669807,2085.8146566901487,0.0,0.0
209,3197680.4642599965,752.47575745505,2042.6158464128155,0.0,0.0
210,19999779.570886813,720.0120321207964,720.0120321207964,0.0,1.0
211,1464745.2740798946,686.4765005186665,1406.4580285083198,0.0,0.0
212,2245708.9471242465,669.9265822264873,1603.743443259753,0.0,0.0
213,3479586.1632273407,675.2043804829466,1761.1251313972198,0.0,0.0
214,2762312.0844592596,538.8860135739063,1658.5776317313762,0.0,0.0
215,2784300.422773029,596.7324785283656,1526.9155405869212,0.0,0.0
216,2348781.42772515,581.4563613782827,1607.2652205270224,0.0,0.0
217,3029922.5838264166,695.0245778612441,1910.1665585002863,0.0,0.0
218,2461151.6116636717,492.7353964821219,1490.0455107928146,0.0,0.0
219,2371178.612067138,532.0167709612643,1458.9191255760734,0.0,0.0
220,2440242.553492445,612.9381623927612,1690.2526431379501,0.0,0.0
221,2747394.755837767,555.3747899025456,1663.133915618207,0.0,0.0
222,19999851.639430333,720.0019031472075,720.0019031472075,0.0,1.0
223,3526824.4032810912,1518.5117098363396,3026.120698581794,0.0,0.0
224,2319616.964762069,607.6996796728192,1719.605106288554,0.0,0.0
225,2445722.8280948186,586.049075683061,1579.5199226702546,0.0,0.0
226,2476324.5590808047,718.0772476126248,1959.3911473553308,0.0,0.0
227,2618960.796493084,603.982432853373,1784.3120567145902,0.0,0.0
228,3299239.74339192,784.4972676369895,2167.9397001703364,0.0,0.0
229,20000162.22699898,719.9934349563375,719.9934349563375,1.0,0.0
230,2255290.2685683593,548.6914466660354,1616.0708119443489,0.0,0.0
231,2157798.1630756515,515.721536205641,1475.0884492310824,0.0,0.0
232,2576877.026898612,776.5344354086762,1882.8503865217108,0.0,0.0
233,1226028.285672214,387.9985377465985,1003.3550112777023,0.0,0.0
234,2228847.1932031326,531.0266216287088,1481.8475666890804,0.0,0.0
235,2746416.644798999,655.8480888743865,1860.9681241477647,0.0,0.0
236,2705247.88952423,651.5216217207325,1933.8875042898487,0.0,0.0
237,3335544.491696397,838.0233012590883,2305.550541969014,0.0,0.0
238,2836582.9290454285,1025.9420162626623,2251.642658324289,0.0,0.0
239,2295195.374314915,479.6144217958097,1448.9979836249029,0.0,0.0
240,2005251.6299244566,554.2806191045698,1573.8222775780478,0.0,0.0
241,2619873.209965213,569.5802816698829,1611.154434734879,0.0,0.0
242,2985767.579908935,855.8668945450341,2380.424312952094,0.0,0.0
243,1962124.0503250556,497.4280228398017,1339.694877063079,0.0,0.0
244,2481046.1700901655,1023.8028996512,2444.8089212556547,0.0,0.0
245,1692681.845743543,554.6731629034277,1330.5700783114862,0.0,0.0
246,3691166.4709512754,1157.77317257111,2964.1259768612945,0.0,0.0
247,3698814.1538062077,1017.7373078261966,2737.343435654721,0.0,0.0
248,1770096.6897368347,390.63963347496997,1082.1490655030286,0.0,0.0
249,2246301.392293321,518.1430121314543,1358.2822460619393,0.0,0.0
250,2784181.611403219,556.0029601181781,1558.8440242957165,0.0,0.0
251,2292513.9282580027,826.3646232157255,1766.2202575345364,0.0,0.0
252,3041834.718164962,694.0874862364892,1936.414779243793,0.0,0.0
253,3171725.122168011,587.0407295711155,1437.6991280841028,0.0,0.0
254,2323452.101534433,643.639285351552,1678.450791786459,0.0,0.0
255,2211911.0590171367,530.3521384202077,1329.2563295921386,0.0,0.0
256,2730452.4755247734,709.9767641564625,1745.8451568522553,0.0,0.0
257,19999849.709180996,720.002498249595,720.002498249595,0.0,1.0
258,19999903.002866834,719.9952969002032,719.9952969002032,1.0,0.0
259,2541139.7371615963,650.8466005841515,1663.4840591047464,0.0,0.0
260,2811528.4447493227,752.1579153002389,2260.3035007200097,0.0,0.0
261,2117763.5062993444,593.8349030024758,1392.4054393297708,0.0,0.0
262,2544854.696988768,567.8131098948905,1485.093421378511,0.0,0.0
263,1971557.8446828406,705.3653758679849,1663.7540340125838,0.0,0.0
264,1917766.1867098273,470.5264138962881,1272.8972858927482,0.0,0.0
265,1831284.3850269252,643.4670830187703,1535.7795207894114,0.0,0.0
266,20000215.6473841,719.9907601581583,719.9907601581583,1.0,0.0
267,2835006.085163921,753.9671882730065,1889.725698713375,0.0,0.0
268,19999939.08536415,719.9905872038273,719.9905872038273,0.0,1.0
269,3282234.1651434097,722.6796482948771,2061.0881580125974,0.0,0.0
270,3482368.9478095975,835.4491010412623,2058.3586538216437,0.0,0.0
271,20000194.24514968,720.009815338353,720.009815338353,0.0,1.0
272,1967055.8332462164,596.3353577703181,1704.1645616788533,0.0,0.0
273,2213119.4053651933,752.9392707342193,1812.227431310091,0.0,0.0
274,3080528.091518441,823.4254355235407,2360.685482811788,0.0,0.0
275,2592262.5402097744,670.1719103530666,1968.4174230586054,0.0,0.0
276,3232980.946385211,857.6069321462862,2064.9395452154326,0.0,0.0
277,19999972.88419683,720.0079342523419,720.0079342523419,0.0,1.0
278,2610391.7851938703,646.3629037000155,1749.353005779689,0.0,0.0
279,2285115.1186042354,652.6008961005236,1587.821384363773,0.0,0.0
280,3529386.1143669486,688.5677622303365,1989.4074091655623,0.0,0.0
281,3248959.4092480103,846.5932959009724,2252.205980171584,0.0,0.0
282,2153036.9478031965,800.9507179836054,1840.8549997889072,0.0,0.0
283,2045866.643714144,1470.1622119670012,2606.646397757731,0.0,0.0
284,2187520.393732654,543.192423203742,1323.271218297462,0.0,0.0
285,2566186.1655672193,679.3895995514512,1717.100068377624,0.0,0.0
286,1821414.56000316,583.3803231336757,1619.4263389111352,0.0,0.0
287,3064518.6607690277,683.7561926757621,1828.5178296155523,0.0,0.0
288,2314125.1267551016,605.3476521910522,1325.8827159110017,0.0,0.0
289,1954311.0099560826,882.3140927994881,1966.4642603794634,0.0,0.0
290,2679256.4701250102,614.8867738533562,1569.432333360119,0.0,0.0
291,20000591.17357131,719.9968636043612,719.9968636043612,1.0,0.0
292,20000004.37732762,720.0055905625846,720.0055905625846,0.0,1.0
293,2234266.4438417833,573.8145961032524,1402.803415563969,0.0,0.0
294,2129336.6192171467,621.2076966207355,1699.8539238174699,0.0,0.0
295,2317981.621318552,663.6268909608871,1556.9990863619141,0.0,0.0
296,3467375.930633586,784.6354358857942,2195.440935158642,0.0,0.0
297,2690929.7805439555,2385.2687750135424,3918.2551112245633,0.0,0.0
298,3763738.321927428,768.445971280986,2041.1028406863647,0.0,0.0
299,19999819.23687596,720.0143112093747,720.0143112093747,0.0,1.0
300,2311494.11958126,852.8836261180138,1889.3980339535453,0.0,0.0
301,2589441.291329168,683.9331655216404,1535.7356348692438,0.0,0.0
302,3147020.477649036,622.5797482694904,1912.8501841204397,0.0,0.0
303,1822508.5420224983,561.6724102928556,1386.9893542380194,0.0,0.0
304,2366507.529328186,816.3704770522481,1814.9566057550662,0.0,0.0
305,2793803.475977112,663.0784926495036,1800.6281947601146,0.0,0.0
306,20000126.96237655,719.9927188185849,719.9927188185849,0.0,1.0
307,1829848.8202146732,361.5765944926078,1064.8300063514064,0.0,0.0
308,3120307.329818793,700.6181728115853,1906.4855830397821,0.0,0.0
309,5430317.277509899,821.3279580455616,2319.528229194662,0.0,0.0
310,2820082.1850416805,631.5709381869184,1807.8948857541216,0.0,0.0
311,2307291.1905945013,801.8828551328409,1743.2576043463455,0.0,0.0
312,3655491.0514084613,735.7757018199605,2076.840584418567,0.0,0.0
313,2522564.3662964115,1687.5411157768292,2834.8934011436118,0.0,0.0
314,1947514.5024297484,468.8056478094878,1333.6121769348342,0.0,0.0
315,1954934.8572103914,513.5315088945873,1407.6690279395655,0.0,0.0
316,2289941.0814332264,592.6568363217308,1557.14160162564,0.0,0.0
317,2524305.4469678192,696.2458160483762,1778.9943846278882,0.0,0.0
318,2785641.1679023337,734.2512700623206,2070.277436939848,0.0,0.0
319,3543968.782275961,784.0525756614569,2297.702190313322,0.0,0.0
320,2144778.4059592714,700.2986744055794,1840.0979354176204,0.0,0.0
321,2685662.2151824953,811.6832796387229,2037.349836309129,0.0,0.0
322,2564589.3219560715,545.9370479341729,1503.767586983514,0.0,0.0
323,1726544.701874933,576.6221911592653,1445.6722800209177,0.0,0.0
324,2759882.8222594233,531.0663235586491,1476.2657216697082,0.0,0.0
325,2179593.1020872556,638.291201125921,1621.3814456044026,0.0,0.0
326,2257267.0891892957,651.9153278813817,1613.0434750558586,0.0,0.0
327,3256935.076384165,859.4055137616998,2306.8816327188406,0.0,0.0
328,2896072.7518414836,686.1091311933865,1810.7757240412259,0.0,0.0
329,20000488.74702418,720.0006908207174,720.0006908207174,1.0,0.0
330,2302480.4032502356,587.8053203065344,1552.5484533809515,0.0,0.0
331,1850978.065051491,466.1564895164733,1312.4521295556567,0.0,0.0
332,2204400.5673426343,517.8964177541061,1501.2482597133817,0.0,0.0
333,2382546.8082383233,551.6555048516989,1411.1962204423041,0.0,0.0
334,2426719.236074948,646.6711425587793,1944.8963614909871,0.0,0.0
335,2379201.2407447435,634.8765775498516,1638.3053374201088,0.0,0.0
336,3769125.5102988253,1451.9555068412944,3364.639890679269,0.0,0.0
337,3193188.0294773476,822.4154546448012,2323.291755419223,0.0,0.0
338,2487386.86665624,783.5868384961565,2171.2153525874196,0.0,0.0
339,3264522.0807306715,626.8472923055907,1720.6854808234539,0.0,0.0
340,2105944.2327705864,503.799880429543,1255.031882394453,0.0,0.0
341,1517361.446247217,475.9113663889785,1162.1995301078093,0.0,0.0
342,2449695.5045596194,596.7869467674333,1622.8185959381901,0.0,0.0
343,2885453.997273933,727.1437462277235,1862.403540234814,0.0,0.0
344,2130536.6423115386,585.0282696686314,1630.1494896993613,0.0,0.0
345,2493141.3090992,1095.0521343779224,2223.5712657810905,0.0,0.0
346,2946584.685948249,1132.8843045918343,2713.5344716026143,0.0,0.0
347,2448333.1120884847,589.2115457277641,1565.9130303574061,0.0,0.0
348,2576483.981313524,494.63997016000184,1435.0924793891159,0.0,0.0
349,969174.9495659026,292.39406967296867,762.3117588636426,0.0,0.0
350,2317386.4236364425,547.9405993927119,1460.861002687453,0.0,0.0
351,2890351.6178834676,968.3476694432959,2094.5845022814997,0.0,0.0
352,2591995.982477443,637.679569076185,1741.9541058513566,0.0,0.0
353,3394764.9803252304,795.2296958782922,2269.3775874646753,0.0,0.0
354,2459954.6568492525,650.2357098536058,1723.9569344641554,0.0,0.0
355,3050808.105257038,772.1628372257143,2101.0175153821206,0.0,0.0
356,19999723.459664855,720.0067256076567,720.0067256076567,1.0,0.0
357,3064050.1701046703,664.7611378637363,2000.0971525535842,0.0,0.0
358,2599941.323720859,660.7406063451972,1731.736208783927,0.0,0.0
359,2608279.6053336286,707.7073554040733,1828.2083506046383,0.0,0.0
360,19999933.961339876,720.002857144842,720.002857144842,0.0,1.0
361,2200453.523930019,676.3621048991976,1732.2959845494477,0.0,0.0
362,2583135.085606165,649.5277432082454,1748.7593349069064,0.0,0.0
363,19999616.907535236,720.0002196118753,720.0002196118753,0.0,1.0
364,19999858.513334516,720.0005389376361,720.0005389376361,0.0,1.0
365,2966818.489015599,656.5453619427506,1868.8669229194575,0.0,0.0
366,20000057.756427526,719.9947476578063,719.9947476578063,1.0,0.0
367,2273694.3268963452,597.4061053442213,1554.0628670714668,0.0,0.0
368,19999936.71289209,720.0105980053252,720.0105980053252,0.0,1.0
369,2137910.0152708134,610.5383392219447,1528.2152337264304,0.0,0.0
370,2942365.255498247,637.7297863362132,1687.065310408482,0.0,0.0
371,2687578.349904969,829.8207202185429,2072.670330481891,0.0,0.0
372,19999967.03167374,719.9964430558978,719.9964430558978,1.0,0.0
373,2125873.7735030996,530.0325590948848,1426.4720344391176,0.0,0.0
374,2206022.515960779,581.8936342058233,1477.4984816324677,0.0,0.0
375,2598397.024507128,522.0770665295614,1455.9270165021815,0.0,0.0
376,3290366.6795461727,801.3115935858549,2103.2879119721256,0.0,0.0
377,2081750.7273967692,553.0103963560215,1318.0096625895155,0.0,0.0
378,3010645.9032153673,708.7479102885757,1860.869455926,0.0,0.0
379,2697507.03094917,758.6354978220461,1828.246990744729,0.0,0.0
380,2561022.67032382,673.1562887773772,1857.6170222131502,0.0,0.0
381,2515476.3890312677,638.253869224539,1550.4485201547564,0.0,0.0
382,2944905.55479742,608.8898122335954,1867.284484600926,0.0,0.0
383,3503347.5763855516,1099.8811180006971,2520.6911314470485,0.0,0.0
384,1770341.1384964753,504.55285112276545,1302.6133294151964,0.0,0.0
385,2159790.9740247526,585.2861067659018,1540.7332231444072,0.0,0.0
386,2690123.543568316,594.2250240899205,1615.5097470990422,0.0,0.0
387,3809299.8264322146,689.6384958690987,2016.0310602185796,0.0,0.0
388,1864834.6396311638,416.3768999382972,1203.0301429432275,0.0,0.0
389,2490622.511372566,513.3321570288103,1491.5500632988403,0.0,0.0
390,2053918.5676823214,539.7482831066101,1447.7898711099576,0.0,0.0
391,2549486.2834447115,632.6643221655722,1811.3629280883638,0.0,0.0
392,2450561.6683379235,494.9235714986747,1457.5646071111796,0.0,0.0
393,2703982.4822017923,600.4309923544826,1811.4589401452454,0.0,0.0
394,3234410.4038696103,818.013938476781,2397.9745230717012,0.0,0.0
395,20000128.91004953,720.0035203197355,720.0035203197355,1.0,0.0
396,2468272.4782717107,781.4769325940563,1822.354096658245,0.0,0.0
